NAF 1st Class,NAF 2nd Class,Description
37,,"C’est pourquoi elles doivent être entretenues et contrôlées régulièrement par le service public d’assainissement non collectif (SPANC) et faire l’objet, si nécessaire, de travaux."
37,,Les différents procédés de traitement des eaux usées conduisent à la production de boues
37,,"Les boues contiennent une partie des éléments qu’il est nécessaire de retirer des eaux avant leur rejet vers le milieu naturel (Matière organique, azote et phosphore)."
37,,"Elles sont récupérées en sortie de station et sont traitées, valorisées et/ou éliminées. Elles sont valorisées par l’épandage en agriculture ou par l’incinération, ou sont éliminées par mise en décharge."
37,,"En agriculture elles sont valorisables comme fertilisant des cultures, afin de leur apporter les éléments nutritifs nécessaires à leur croissance ou comme amendement des sols dans le but de maintenir leur caractéristique agronomique."
37,,L’assainissement collectif est le service public de collecte et de traitement des eaux usées dans les zones urbanisées
37,,"Sur le périmètre du SIAVOS, le réseau d’assainissement est dit séparatif. C’est-à-dire que les eaux usées et les eaux pluviales font l’objet de réseaux et destinations distinctes comme le montre le schéma de principe."
37,,"Les eaux pluviales collectées sont rejetées en Oise. Les eaux usées, en revanche, sont traitées par la station d’épuration d’Auvers-sur-Oise avant de rejoindre la rivière."
37,,Cette séparation permet d’éviter les débordements d’eaux usées lors de fortes pluies. Elle augmente aussi les performances de l’usine de dépollution pour laquelle l’effluent à traiter doit être qualitativement et quantitativement le plus stable possible.
37,,Le contrôle de la bonne séparativité des branchements chez les usagers est une priorité du syndicat.
37,,"En effet, le mélange des effluents peut provoquer non seulement un surcoût dans la collecte et le traitement mais aussi des pollutions du milieu naturel, voire des inondations."
37,,Le raccordement aux eaux usées est obligatoire lorsqu’il existe un réseau sous la voirie desservant la propriété.
37,,"Ce n’est pas le cas du raccordement aux eaux pluviales. En effet, le raccordement des habitations aux réseaux d’eaux pluviales doit rester exceptionnel et justifié (par exemple en présence de gypse ou de carrières souterraines…), car seule l’infiltration permet de réalimenter les nappes phréatiques."
37,,Le Syndicat gère plus de 100 km de réseaux d’eaux usées équipés de 48 postes de relevage chargés d’acheminer l’ensemble des eaux usées à la station d’épuration.
37,,Le synoptique représente schématiquement les principales artères du réseau d’eaux usées.
37,,"Les réseaux d’eaux usées sont majoritairement gravitaires. C’est-à-dire, qu’ils présentent une pente permettant le transfert des effluents sans force mécanique extérieure."
37,,"Sur le parcours des effluents, lorsque la profondeur est trop importante ou qu’il faut franchir un obstacle, un poste de relèvement ou de refoulement équipé de pompes s’avère parfois nécessaire."
37,,Afin d’éviter l’obstruction de ces pompes il est important de ne jeter aucun déchet dans les eaux usées.
37,,"La seule tolérance concerne le papier toilette. Les autres produits d’hygiène (cotons tiges, mouchoirs en papier, lingettes, protections féminines, préservatifs…) sont proscrits."
37,,La totalité des eaux usées collectées sur le périmètre des cinq Communes membres du SIAVOS est traitée par la station d’épuration
37,,La seule exception concerne le quartier du Valhermeil à Auvers-sur-Oise qui est raccordé à la station de Neuville-sur-Oise. 
37,,"Les eaux collectées représentent plus d’un million de mètres-cube par an. La station, reconstruite en 2011, fonctionne selon le procédé de la biofiltration."
37,,"Cette technologie est plus compacte que les techniques habituellement utilisées pour une station de cette capacité. Ceci a permis de maintenir les ouvrages dans un périmètre restreint et couvert, limitant ainsi les nuisances olfactives et sonores."
37,,La station est prévue pour recevoir jusqu’à 32 000 équivalent-habitants. Elle répond aux nouvelles exigences de la Police de l’Eau en matière de traitement des pollutions azotées et phosphatées.
37,,"Malgré son aspect très industriel, le traitement des eaux réalisé par la station d’épuration met majoritairement en jeu des processus naturels."
37,,"La biodégradation de la pollution dissoute est assurée par des micro-organismes présents à l’état naturel. Si cette dégradation avait lieu directement dans la rivière, cela favoriserait la prolifération des algues ou eutrophisation (cf. photo d’illustration) et l’appauvrissement du milieu en oxygène menaçant la survie des poissons. Le principe de la station d’épuration est donc de maîtriser ce processus en amont du rejet au milieu naturel."
37,,L’eau traitée est ensuite rejetée dans l’Oise. Cette eau n’est pas potable mais inoffensive pour le milieu naturel. Les rejets de la station sont régulièrement analysés sur différents paramètres de pollution dont les résultats sont contrôlés par la Police de l’Eau.
37,,Le fonctionnement de la station est conforme aux exigences locales et Européenne.
37,,"Cependant, le SIAVOS est engagé dans une logique d’amélioration continue visant la rétention des pollutions à la source par le contrôle des usagers industriels et la recherche des mauvais raccordements chez les particuliers."
37,,L’épuration des eaux produit nécessairement des déchets. La revalorisation de ces déchets est primordiale sur les plans écologique et économique. 
37,,Collecter les eaux usées de millions d’usagers domestiques et industriels pour les renvoyer propres dans la nature ou leur donner une seconde vie sont des missions historiques et primordiales de Veolia.
37,,"En France, Veolia gère plus de 1 900 usines de traitement des eaux usées pour le compte de ses clients collectivités. En 2017, ces installations ont traité 637 millions de mètres cubes. Plus de 12,9 millions d'habitants sont raccordés à un réseau d'eaux usées exploité par Veolia."
37,,"Grâce à son expertise éprouvée en matière de traitement et de valorisation des eaux industrielles, Veolia a la capacité de proposer des contrats d'exploitation sur la base d'objectifs de performance qui répondent aux attentes de clients soucieux d'optimiser leurs coûts de production et de maîtriser leurs impacts environnementaux."
37,,"Pour optimiser l’efficacité des traitements des stations d’épuration qu’il exploite, Veolia met en place des instruments de mesure spécifiques afin de suivre la composition et la conformité des effluents transportés. Couplées à des outils d’identification des sources polluantes, les données collectées permettent d’identifier les pollueurs potentiels ou avérés et de leur proposer des solutions de traitement adaptées."
37,,Les eaux usées s’écoulent dans un réseau de collecte qui aboutit à des stations d’épuration situées sur SQY ou hors du territoire. Elles sont traitées au sein des stations d’épuration avant d’être rejetées dans le milieu naturel.
37,,"Les eaux usées en provenance des installations domestiques et industrielles arrivent à la station d’épuration chargées de déchets divers (papiers, cartons, épluchures, cotons-tiges, sable, ...) et de matières en suspension. Le prétraitement des eaux usées consiste à éliminer les matières en suspension les plus volumineuses comme les déchets solides ou le sable et les matières difficilement biodégradables comme les graisses."
37,,"Lors de son séjour dans le bassin biologique, l’eau usée va être débarrassée des matières organiques biodégradables par l’action de bactéries capables de les digérer. Ces bactéries se multiplient au contact de l’oxygène insufflé dans l’eau. Elles dégradent progressivement les molécules polluantes. L’ensemble de ces bactéries constitue des boues."
